attempt_id,submission_type,submitted_at,duration_s,item_id,item_type,domain,subdomain,is_anchor,is_scored,student_answer,item_score,confidence,answered_at
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-07 23:55:28.9403+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,t,t,"""A""",0.00,3,2026-02-07 23:55:32.513795+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,t,t,"""A""",100.00,3,2026-02-07 23:55:37.249927+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,t,t,"""A""",100.00,3,2026-02-07 23:55:41.613705+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q31,,Risk and Return Knowledge,Stock Market Function,t,t,"""B""",0.00,3,2026-02-07 23:55:52.403584+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,t,t,"""A""",0.00,3,2026-02-07 23:56:01.562243+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q33,,Risk and Return Knowledge,Probability (% to Count),t,t,"""C""",100.00,3,2026-02-07 23:56:07.257772+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q34,,Risk and Return Knowledge,Diversification Effect,t,t,"""B""",100.00,3,2026-02-07 23:56:09.876396+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q35,,Risk and Return Knowledge,Risk-Return Relationship,t,t,"""A""",100.00,3,2026-02-07 23:56:25.225392+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q36,,Risk and Return Knowledge,Diversification Principle,t,t,"""A""",100.00,3,2026-02-07 23:56:30.711005+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q37,,Risk and Return Knowledge,Insurance Types,t,t,"""A""",0.00,3,2026-02-07 23:56:36.282865+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q38,,Risk and Return Knowledge,Inflation Protection,t,t,"""E""",0.00,3,2026-02-07 23:56:41.518015+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,t,t,"""C""",0.00,3,2026-02-07 23:56:46.425925+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,t,t,"""B""",100.00,3,2026-02-07 23:56:53.649055+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q40,,Risk and Return Knowledge,2008 Financial Crisis,t,t,"""B""",100.00,3,2026-02-07 23:57:05.306184+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,t,t,"""C""",100.00,3,2026-02-07 23:57:15.264983+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),t,t,"""C""",0.00,3,2026-02-07 23:57:20.211292+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),t,t,"""C""",100.00,3,2026-02-07 23:57:24.920765+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,t,t,"""A""",0.00,3,2026-02-07 23:57:43.512067+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,t,t,"""D""",0.00,3,2026-02-07 23:57:51.513431+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q39_Lower_MCQ,Lower_MCQ,Investment & Risk,Stocks vs Bonds Risk,f,t,"""D""",0.00,1,2026-02-07 23:58:00.727121+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q37_Lower_MCQ,Lower_MCQ,Investment & Risk,Insurance Types,f,t,"""A""",100.00,3,2026-02-07 23:58:03.619652+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q8_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Auto Loans,f,t,"""A""",100.00,3,2026-02-07 23:58:08.811809+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q6_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Inflation (Lowering),f,t,"""B""",0.00,3,2026-02-07 23:58:15.028024+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q9_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Budgeting,f,t,"""A""",100.00,3,2026-02-07 23:58:19.314362+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q29_Lower_MCQ,Lower_MCQ,Investment & Risk,Interest Rates & Bonds,f,t,"""C""",0.00,3,2026-02-07 23:58:28.223769+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q14_Higher_MCQ,Higher_MCQ,Risk Management,Diversification Principle,f,t,"""D""",0.00,3,2026-02-07 23:58:41.865771+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q2_Open_Diagnose,Open_Diagnose,Borrowing & Credit,Borrowing/Mortgages,f,t,"""true, the initial payment is higher, but its a shorter duration""",100.00,3,2026-02-08 00:00:18.563118+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q10_Open_Diagnose,Open_Diagnose,Borrowing & Credit,Credit Reports,f,t,"""That is just one part of them?""",0.00,1,2026-02-08 00:01:08.364861+00
341d4ea1-8432-4152-bb78-3599e2621c5d,pre,2026-02-08 00:01:36.523+00,580,Q11_Open_Confirm,Open_Confirm,Risk Management,Diversification (Stock vs Fund),f,t,"""The money is more spreadout""",50.00,3,2026-02-08 00:01:35.543451+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,t,t,"""A""",100.00,3,2026-02-03 15:35:54.102466+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,t,t,"""B""",0.00,1,2026-02-03 15:36:23.694167+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""C""",0.00,1,2026-02-03 15:36:40.26894+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q12,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,2,2026-02-03 15:37:07.594088+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q13,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""B""",0.00,1,2026-02-03 15:37:29.580883+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""B""",100.00,3,2026-02-03 15:37:40.269403+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,2,2026-02-03 15:39:25.419057+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-03 15:39:38.314664+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-03 15:39:53.590404+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-03 15:40:03.122224+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-03 15:40:14.875008+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,t,t,"""C""",0.00,2,2026-02-05 19:38:59.66743+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-05 19:39:11.533632+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-05 19:39:16.153603+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-05 19:39:36.095332+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-05 19:39:57.624751+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-05 19:40:13.440703+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-05 19:40:30.677101+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,3,2026-02-05 19:40:45.927277+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-05 19:41:01.86411+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-05 19:42:36.345145+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,t,t,"""E""",0.00,2,2026-02-05 19:42:44.76005+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,t,t,"""A""",100.00,3,2026-02-05 19:42:51.542132+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,t,t,"""B""",0.00,2,2026-02-05 19:43:03.507044+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q31,,Risk and Return Knowledge,Stock Market Function,t,t,"""C""",100.00,2,2026-02-05 19:43:32.540323+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,t,t,"""C""",100.00,2,2026-02-05 19:44:26.23515+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q33,,Risk and Return Knowledge,Probability (% to Count),t,t,"""C""",100.00,3,2026-02-05 19:45:05.74429+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q34,,Risk and Return Knowledge,Diversification Effect,t,t,"""B""",100.00,2,2026-02-05 19:45:22.266885+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q35,,Risk and Return Knowledge,Risk-Return Relationship,t,t,"""A""",100.00,3,2026-02-05 19:45:34.087139+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q36,,Risk and Return Knowledge,Diversification Principle,t,t,"""A""",100.00,3,2026-02-05 19:45:47.239345+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q37,,Risk and Return Knowledge,Insurance Types,t,t,"""C""",100.00,3,2026-02-05 19:46:17.133588+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q38,,Risk and Return Knowledge,Inflation Protection,t,t,"""E""",0.00,1,2026-02-05 19:48:03.654581+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,t,t,"""C""",0.00,2,2026-02-05 19:48:14.19209+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,t,t,"""B""",100.00,3,2026-02-05 19:48:25.358942+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q40,,Risk and Return Knowledge,2008 Financial Crisis,t,t,"""B""",100.00,1,2026-02-05 19:48:49.121503+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,t,t,"""C""",100.00,3,2026-02-05 19:49:07.544946+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),t,t,"""A""",0.00,2,2026-02-05 19:50:17.613406+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),t,t,"""A""",0.00,2,2026-02-05 19:51:48.544867+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,t,t,"""C""",100.00,2,2026-02-05 19:53:54.690725+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,t,t,"""A""",100.00,3,2026-02-05 19:54:41.805135+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q11_Lower_TF,Lower_TF,Risk Management,Diversification (Stock vs Fund),f,t,"""A""",0.00,1,2026-02-05 19:54:52.695392+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q13_Lower_TF,Lower_TF,Risk Management,Insurance Deductible,f,t,"""B""",0.00,1,2026-02-05 19:55:05.770188+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q10_Lower_TF,Lower_TF,Borrowing & Credit,Credit Reports,f,t,"""A""",0.00,2,2026-02-05 19:55:14.025052+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q38_Lower_TF,Lower_TF,Investment & Risk,Inflation Protection,f,t,"""A""",0.00,2,2026-02-05 19:55:30.85161+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q2_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Borrowing/Mortgages,f,t,"""A""",100.00,2,2026-02-05 19:55:42.22306+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q6_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Inflation (Lowering),f,t,"""A""",100.00,3,2026-02-05 19:56:01.349568+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q30_Lower_MCQ,Lower_MCQ,Investment & Risk,Risk-Return Tradeoff,f,t,"""A""",100.00,3,2026-02-05 19:56:09.110519+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q39_Lower_MCQ,Lower_MCQ,Investment & Risk,Stocks vs Bonds Risk,f,t,"""A""",100.00,3,2026-02-05 19:56:33.365531+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q7_Lower_MCQ,Lower_MCQ,Borrowing & Credit,Inflation (Fixed Income),f,t,"""A""",100.00,3,2026-02-05 19:56:40.128497+00
352adb09-dde9-44eb-bf0e-9d7428c15022,pre,2026-02-05 19:56:49.305+00,188455,Q29_Lower_MCQ,Lower_MCQ,Investment & Risk,Interest Rates & Bonds,f,t,"""B""",0.00,2,2026-02-05 19:56:47.813732+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,t,t,"""A""",100.00,3,2026-02-08 02:24:57.635267+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,t,t,"""C""",100.00,3,2026-02-08 02:25:08.167067+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""B""",100.00,3,2026-02-08 02:25:24.264058+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q12,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,3,2026-02-08 02:25:42.816146+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q13,,Behavioral and Risk Management Knowledge,Insurance,t,t,"""A""",100.00,3,2026-02-08 02:25:54.817738+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,t,t,"""B""",100.00,3,2026-02-08 02:27:52.28401+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,2,2026-02-08 02:28:07.447096+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 02:28:25.015382+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 02:28:51.582645+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 02:29:18.327457+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 02:29:33.732944+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,t,t,"""A""",100.00,3,2026-02-08 02:29:56.481968+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,2,2026-02-08 02:30:14.213302+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-08 02:31:19.19517+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""A""",,3,2026-02-08 02:31:49.695272+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-08 02:32:00.14655+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-08 02:32:14.49534+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,3,2026-02-08 02:32:28.162233+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""D""",,3,2026-02-08 02:32:36.844295+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""C""",,2,2026-02-08 02:32:50.479591+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,t,f,"""B""",,3,2026-02-08 02:33:12.034421+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,t,t,"""B""",100.00,3,2026-02-08 02:33:21.313475+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,t,t,"""A""",100.00,3,2026-02-08 02:33:32.945302+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,t,t,"""A""",100.00,3,2026-02-08 02:33:52.095424+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q31,,Risk and Return Knowledge,Stock Market Function,t,t,"""C""",100.00,3,2026-02-08 02:34:13.828053+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,t,t,"""C""",100.00,2,2026-02-08 02:34:26.828414+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q33,,Risk and Return Knowledge,Probability (% to Count),t,t,"""C""",100.00,2,2026-02-08 02:34:35.596074+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q34,,Risk and Return Knowledge,Diversification Effect,t,t,"""B""",100.00,2,2026-02-08 02:34:49.211846+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q35,,Risk and Return Knowledge,Risk-Return Relationship,t,t,"""A""",100.00,3,2026-02-08 02:35:05.465505+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q36,,Risk and Return Knowledge,Diversification Principle,t,t,"""A""",100.00,3,2026-02-08 02:35:19.410863+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q37,,Risk and Return Knowledge,Insurance Types,t,t,"""C""",100.00,3,2026-02-08 02:35:33.248072+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q38,,Risk and Return Knowledge,Inflation Protection,t,t,"""D""",100.00,3,2026-02-08 02:35:44.128485+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,t,t,"""A""",100.00,3,2026-02-08 02:35:58.596969+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,t,t,"""B""",100.00,2,2026-02-08 02:36:10.495931+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q40,,Risk and Return Knowledge,2008 Financial Crisis,t,t,"""B""",100.00,3,2026-02-08 02:36:22.49326+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,t,t,"""C""",100.00,2,2026-02-08 02:36:33.657473+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),t,t,"""B""",100.00,3,2026-02-08 02:36:47.292247+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),t,t,"""C""",100.00,3,2026-02-08 02:37:00.844444+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,t,t,"""C""",100.00,3,2026-02-08 02:37:15.678736+00
35b534ad-9752-47df-8e1a-70322789bbdf,pre,2026-02-08 02:39:43.957+00,886,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,t,t,"""A""",100.00,3,2026-02-08 02:37:29.261073+00
