attempt_id,submission_type,item_id,question_stem,domain,subdomain,response_type,student_answer,score,confidence,answered_at
1b7a866e-4643-434d-b276-266466966497,pre,Q5_Open_Diagnose,"You were asked: How much should Lyle have set aside for emergency savings? The options were A) $200 or so, B) One month's rent, C) Three or more months of expenses. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Emergency Fund,diagnose,Since its hard to save that much. However its more relistic to save the amount I selected.,50.00,2,2026-02-06 19:07:39.997949+00
1b7a866e-4643-434d-b276-266466966497,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,Down payment is up to you the intrest rate is just what you qualitfy for.,50.00,2,2026-02-06 19:08:18.157689+00
1c2be51a-9c16-4b85-9835-2faebe5ab9d5,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"I choose option B because older couples tend to be paid less and they have to manage to pay for everyday necessities and a retirement account. With the little money they already make, it would be harder for them to manage those two priorities.",50.00,3,2026-02-04 15:28:12.769072+00
1c2be51a-9c16-4b85-9835-2faebe5ab9d5,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,"I chose down payment because you can, most of the time, choose how much to give down which takes away from you prinicipal amount due. Interest rates are permanent based on the lender, that is usually noon negotiable and it's your choice to accept it or not. Interest rates are based on credit score and how trust worthy you are. ",50.00,3,2026-02-04 15:29:39.857302+00
1caec4b2-5c56-43e9-a785-142497351e29,pre,Q11_Open_Confirm,"You were asked whether buying a single company's stock is safer than a stock mutual fund. You answered ""False,"" which is correct. In 1-2 sentences, explain why a mutual fund is generally safer than a single stock.",Risk Management,Diversification (Stock vs Fund),confirm,"Not sure what a mutual fund is, but using context clues, I believe spreading investments can lower the risk of losing it all. Almost like not putting all your eggs in one basket.",50.00,1,2026-02-02 18:40:11.010828+00
1caec4b2-5c56-43e9-a785-142497351e29,pre,Q14_Open_Confirm,"You were asked what happens to risk when an investor spreads money among different assets. You answered ""decreases,"" which is correct. In 1-2 sentences, explain why spreading investments reduces risk.",Risk Management,Diversification Principle,confirm,"The more outlets you have for making/maintaing money, result in a higher probability of seeing the money grow. Same idea as not putting all your eggs in one basket.",50.00,1,2026-02-02 18:41:42.295824+00
1caec4b2-5c56-43e9-a785-142497351e29,pre,Q8_Open_Confirm,"You were asked what Jayden can negotiate when getting an auto loan. You answered ""both interest rate and down payment,"" which is correct. In 1-2 sentences, explain why it's possible to negotiate these terms.",Borrowing & Credit,Auto Loans,confirm,I guessed and that seemed like the strongest answer because it's best not to accept the first offer. Negotiating a larger down payment results in less intrest. ,50.00,1,2026-02-02 18:36:03.04222+00
1cce21ac-30f9-4e36-bc74-0dca6e90e2e7,pre,Q31_Open_Diagnose,"You were asked: What does the stock market do? Options were A) Results in gains for investors, B) Guarantees investors a profit, C) Brings buyers and sellers together. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Stock Market Function,diagnose,Brings buyers and sellers together because the stock market provide places for investors. They can buy and sell shared of companies.,50.00,2,2026-02-09 05:58:24.947193+00
1cce21ac-30f9-4e36-bc74-0dca6e90e2e7,pre,Q34_Open_Diagnose,"You were asked: When an investor spreads money among different assets, does risk increase, decrease, or stay the same? You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Effect,diagnose,"risk decreases because the money spreads across assets, It reduces risk because an investment can be an offset. ",50.00,2,2026-02-09 05:59:27.25571+00
1cce21ac-30f9-4e36-bc74-0dca6e90e2e7,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,Auto Liability because it pays for damages and any possible injuries that could happen. Like health insurance it covers things in relation to property not driven property.,50.00,2,2026-02-09 05:56:54.41838+00
1e63cb4a-aeb8-45e1-9f68-9c9734458b11,pre,Q13_Open_Confirm,"You were asked what a home insurance deductible represents. You answered ""the amount you pay before insurance covers damages,"" which is correct. In 1-2 sentences, explain how a deductible works when you file a claim.",Risk Management,Insurance Deductible,confirm,I am not sure,50.00,1,2026-02-03 21:52:59.681234+00
1e63cb4a-aeb8-45e1-9f68-9c9734458b11,pre,Q29_Open_Confirm,"You were asked what happens to bond prices when interest rates rise. You answered ""they fall,"" which is correct. In 1-2 sentences, explain why bond prices fall when interest rates rise.",Investment & Risk,Interest Rates & Bonds,confirm,I am not sure,50.00,1,2026-02-03 21:52:59.681234+00
1e63cb4a-aeb8-45e1-9f68-9c9734458b11,pre,Q37_Open_Confirm,"You were asked which insurance protects you if you cause an accident that injures someone. You answered ""auto insurance liability coverage,"" which is correct. In 1-2 sentences, explain what liability coverage does.",Investment & Risk,Insurance Types,confirm,I am not sure,50.00,1,2026-02-03 21:52:59.681234+00
1eb734f2-037a-4f90-a5b5-49088fe142bc,pre,Q10_Open_Confirm,"You were asked which statement about credit reports is FALSE. You correctly identified that ""your credit report is provided by a single source"" is false. In 1-2 sentences, explain why this statement is false.",Borrowing & Credit,Credit Reports,confirm,You have credit from several sources,50.00,2,2026-02-08 06:23:53.783407+00
1eb734f2-037a-4f90-a5b5-49088fe142bc,pre,Q37_Open_Confirm,"You were asked which insurance protects you if you cause an accident that injures someone. You answered ""auto insurance liability coverage,"" which is correct. In 1-2 sentences, explain what liability coverage does.",Investment & Risk,Insurance Types,confirm,It covers accidents that you are liable for,50.00,3,2026-02-08 06:25:00.75961+00
1eb734f2-037a-4f90-a5b5-49088fe142bc,pre,Q40_Open_Confirm,"You were asked about a key factor in the 2007-2008 financial crisis. You answered ""widespread failure to properly assess and manage financial risk,"" which is correct. In 1-2 sentences, explain how poor risk management contributed to the crisis.",Investment & Risk,2008 Financial Crisis,confirm,"If many people take big risks without thinking of the consequences, it's likely that many people will suffer big consequences",50.00,2,2026-02-08 06:25:37.452187+00
1f9c510c-f913-45ef-b6a2-69962ea99a08,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,The more diverse a portfolio is the less risk the investor is facing.,50.00,3,2026-02-08 04:27:34.030781+00
1f9c510c-f913-45ef-b6a2-69962ea99a08,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,I do t know ,50.00,3,2026-02-08 04:27:18.146371+00
1f9c510c-f913-45ef-b6a2-69962ea99a08,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,I said the retirees because the added cost due to inflation would have a greater effect on the old people because the Donny increase their income.  ,50.00,3,2026-02-08 04:25:28.511081+00
1fce6aa0-c757-48b9-85de-d1a07d7a179b,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,I don't know because you're not telling me what type of accident so I went with liability coverage.,50.00,3,2026-02-09 03:23:30.972883+00
1fce6aa0-c757-48b9-85de-d1a07d7a179b,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,Switched my mind to A because lower inflation means lower prices.,50.00,3,2026-02-09 03:23:06.965649+00
1fce6aa0-c757-48b9-85de-d1a07d7a179b,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"I answered young working couples, because they are working to build a home and sustain a home. Comes with a lot of new expenses. ",50.00,2,2026-02-09 03:22:20.84727+00
20eeca1a-5e92-4ef7-b2e6-c1cda6210a46,pre,Q12_Open_Diagnose,"You were asked: What is the primary function of health insurance? Options were A) Protect against large unexpected bills, B) Cover routine health care, C) Pay for elective procedures. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Health Insurance Purpose,diagnose,"I said B because that is the main reason people use health insurance for. Yes, option A is a benefit to having health insurance but, it rarely happens and everyone who has health insurance goes to the doctor or dentist at least once a year making option B the primary reason for health insurance. ",50.00,3,2026-02-10 00:07:26.640172+00
20eeca1a-5e92-4ef7-b2e6-c1cda6210a46,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"I answered B because the old couple plans on saving money, while the young couple does not. The young couple has the means to spend more, while the older couple will have to choose if they can spend more and save less. ",50.00,2,2026-02-10 00:03:39.936083+00
20eeca1a-5e92-4ef7-b2e6-c1cda6210a46,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,"I chose A because the required down payment is a minimum amount you must pay but you can always put down more, never less, so you cannot negotiate that. However, you can try to negotiate the interest rate if you are going to loan from the auto loan lender. ",50.00,2,2026-02-10 00:05:36.003333+00
219ae9c0-70dd-4848-aa73-47902ba81e90,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,A 15 year old mortage has higher montly payments but shorter months to pay back. Which means it's paid off faster and it has less interest compared to a 30 year mortgage. ,50.00,3,2026-02-07 22:11:24.55619+00
219ae9c0-70dd-4848-aa73-47902ba81e90,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,"I have come to realize that Auto liability is in charge of covering any injuries or damage that have been caused to the victim. If you get into a car crash, your insurance should cover the damages from their car and their human body!",50.00,3,2026-02-07 22:09:01.854165+00
219ae9c0-70dd-4848-aa73-47902ba81e90,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"Although, young working couples do not have children and are able to purchase more wants for themselves, they get more money taken off of their paychecks due to the \""no kids\"" nor \""Not married/single\"". The government takes a certain percentage of their paycheck in order to continue with a strong economy. ",50.00,2,2026-02-07 22:04:51.706881+00
21a03988-d4dc-4ef2-b429-5e19cdfd66a5,pre,Q12_Open_Diagnose,"You were asked: What is the primary function of health insurance? Options were A) Protect against large unexpected bills, B) Cover routine health care, C) Pay for elective procedures. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Health Insurance Purpose,diagnose,"Answered B because most insurances don't conver expensive surgeries, they cover more towards checkups.",50.00,2,2026-02-06 17:27:46.845465+00
21a03988-d4dc-4ef2-b429-5e19cdfd66a5,pre,Q2_Open_Confirm,"You were asked whether a 15-year mortgage has higher monthly payments but lower total interest than a 30-year mortgage. You answered ""True,"" which is correct. In 1-2 sentences, explain why total interest is lower on the shorter mortgage.",Borrowing & Credit,Borrowing/Mortgages,confirm,"Because you are paying the debt in shorter periods of time meaning because of that, the interests won't be as high.",50.00,3,2026-02-06 17:28:15.206488+00
21a03988-d4dc-4ef2-b429-5e19cdfd66a5,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"Answered B because those are the ones that are working, having a stable job with decent paychecks, and those will be afected towards saving for retirement, due to interest rates and the effects of inflation",50.00,3,2026-02-06 17:25:27.112245+00
22fd806b-0688-476f-8335-aad031d8dbe4,pre,Q10_Open_Diagnose,"You were asked: Which statement about credit reports is FALSE? Options were A) Employers use them to screen applicants, B) They include a credit worthiness assessment, C) They are provided by a single source. You answered [student's answer] with high confidence, indicating you thought that statement was false. In 1-2 sentences, explain your reasoning.",Borrowing & Credit,Credit Reports,diagnose,"I said a because employers at a job have nothing to do with credit because they are the ones paying you, not offering you a loan or a lease or anything to do with your credit, I would assume. My next option would be C because i'm pretty sure there are three companies that can credit check you, something like Experian and other credit companies, is what I get from memory without cheating on this.",50.00,3,2026-02-06 23:10:30.520748+00
22fd806b-0688-476f-8335-aad031d8dbe4,pre,Q35_Open_Diagnose,"You were asked: If someone offers you the chance to make a lot of money, is there also likely a chance you could lose a lot? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Relationship,diagnose,"If someone offers the chance to make money there is a chance you don't get the money promised, but unless you put money down somewhere or investing, if you just show up to a chanced high paying job... you wouldn't lose any money because you didn't give any money... know what I mean??",50.00,3,2026-02-06 23:15:14.688195+00
22fd806b-0688-476f-8335-aad031d8dbe4,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,"Well obviously if you lower inflation (which is the increase of general prices) there would be a decrease in  the general level of prices.... There could later be a slower increase in prices but that doesn't go hand in hand with lowering inflation, as well as if prices drop there wouldn't be a caused increase employment because it is easier to survive.",50.00,3,2026-02-06 23:13:52.026989+00
231c67b5-1b29-405b-960a-61742f418e6b,pre,Q38_Open_Diagnose,"You were asked: Which investment best protects purchasing power during sudden high inflation? Options were A) 10-year fixed bond, B) Bank CD, C) 25-year fixed mortgage (debt), D) House with fixed mortgage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Inflation Protection,diagnose,I do not know,50.00,1,2026-02-08 01:10:28.168213+00
231c67b5-1b29-405b-960a-61742f418e6b,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,I picked A because when inflation lowers so do prices.,50.00,2,2026-02-08 01:09:15.123075+00
231c67b5-1b29-405b-960a-61742f418e6b,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,I picked B because I think that you can't negotiate interest rates but you can negotiate how much your down payment is.,50.00,2,2026-02-08 01:08:06.854143+00
236d81c6-1c4c-4629-b733-531b69227228,pre,Q10_Open_Confirm,"You were asked which statement about credit reports is FALSE. You correctly identified that ""your credit report is provided by a single source"" is false. In 1-2 sentences, explain why this statement is false.",Borrowing & Credit,Credit Reports,confirm,I would assume for a report that there would be more information given than a single source. This would also account for a numerous amount of different data that one source wouldn't be able to properly indicate unless multiple sources were able to provide.,50.00,2,2026-02-09 04:48:03.930569+00
236d81c6-1c4c-4629-b733-531b69227228,pre,Q29_Open_Diagnose,"You were asked: If interest rates rise, what typically happens to bond prices? Options were A) They rise, B) They fall, C) They stay the same, D) No relationship. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Interest Rates & Bonds,diagnose,"The question doesn't include my answer, but I'd like to assume I answered \""no relationship\"" because I did not know the exact answer (or whether it was right). If I had to guess, I would assume that bonds would fall if interest rates rise? Only because as the interest rates rise, older bonds would not have this new interest rate and will slowly be flushed out as the new higher interest bonds will overtake in which more people would not buy.",50.00,2,2026-02-09 04:38:52.083072+00
23bcea84-3521-4d95-88b9-770196233998,pre,Q29_Open_Diagnose,"You were asked: If interest rates rise, what typically happens to bond prices? Options were A) They rise, B) They fall, C) They stay the same, D) No relationship. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Interest Rates & Bonds,diagnose,I actually do not known in this situation. I do not know the definition of a bond. ,50.00,1,2026-02-05 21:01:39.896365+00
23bcea84-3521-4d95-88b9-770196233998,pre,Q35_Open_Diagnose,"You were asked: If someone offers you the chance to make a lot of money, is there also likely a chance you could lose a lot? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Relationship,diagnose,"If I am house and pet-sitting for a family for a long period of time, there is a good chance I will be making a lot of money, especially depending on the income of the family. In this scenario I do not think there is a likely chance I will lose a lot. ",50.00,3,2026-02-05 20:59:02.169333+00
23bcea84-3521-4d95-88b9-770196233998,pre,Q40_Open_Confirm,"You were asked about a key factor in the 2007-2008 financial crisis. You answered ""widespread failure to properly assess and manage financial risk,"" which is correct. In 1-2 sentences, explain how poor risk management contributed to the crisis.",Investment & Risk,2008 Financial Crisis,confirm,"When there is a widespread failure to properly assess and manage financial risk, and them something major happens that negatively affects many people, the consequences of their bad planning causes a bigger problem within the financial world.",50.00,1,2026-02-05 21:03:03.297099+00
23df83d9-ed62-4044-9c08-3e56e44d44f4,pre,Q10_Open_Diagnose,"You were asked: Which statement about credit reports is FALSE? Options were A) Employers use them to screen applicants, B) They include a credit worthiness assessment, C) They are provided by a single source. You answered [student's answer] with high confidence, indicating you thought that statement was false. In 1-2 sentences, explain your reasoning.",Borrowing & Credit,Credit Reports,diagnose,C it is more than one source,50.00,2,2026-02-08 06:59:17.384231+00
23df83d9-ed62-4044-9c08-3e56e44d44f4,pre,Q12_Open_Diagnose,"You were asked: What is the primary function of health insurance? Options were A) Protect against large unexpected bills, B) Cover routine health care, C) Pay for elective procedures. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Health Insurance Purpose,diagnose,B for small health needs,50.00,2,2026-02-08 07:00:04.806445+00
23df83d9-ed62-4044-9c08-3e56e44d44f4,pre,Q9_Open_Diagnose,"You were asked: What is the primary advantage of making a household budget? Options were A) Ensures funds for bills and saving, B) Reduces your taxes, C) Increases investment returns. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Budgeting,diagnose,A to help pay for any immediate needs,50.00,2,2026-02-08 06:59:45.333914+00
23fc8dfc-6282-457e-a7fc-e537ff340a33,pre,Q12_Open_Confirm,"You were asked about the primary function of health insurance. You answered ""protect against large unexpected medical bills,"" which is correct. In 1-2 sentences, explain why this is the main purpose of health insurance.",Risk Management,Health Insurance Purpose,confirm,don't know,50.00,1,2026-02-09 02:35:31.418776+00
2459c215-573e-49b6-84fb-ab051b1ee440,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,It should have been BOTH ,50.00,3,2026-02-04 21:27:17.076764+00
2470295b-5526-428b-8a27-6dfe545dfd41,pre,Q2_Open_Diagnose,"You were asked: A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Borrowing/Mortgages,diagnose,It really depends on the loan price,50.00,2,2026-02-02 20:20:54.730345+00
2470295b-5526-428b-8a27-6dfe545dfd41,pre,Q36_Open_Diagnose,"You were asked: Is it less likely you'll lose all your money if you save it in more than one place? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Diversification Principle,diagnose,Diversifying minimizes risk of investment,50.00,3,2026-02-02 20:21:14.61129+00
2470295b-5526-428b-8a27-6dfe545dfd41,pre,Q37_Open_Diagnose,"You were asked: Which insurance protects you if you cause an accident that injures someone? Options were A) Health insurance, B) Homeowner's insurance, C) Auto liability coverage. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Insurance Types,diagnose,Health insurance helps pay for physical or mental damages to the person,50.00,3,2026-02-02 20:21:34.454455+00
249543f5-e2ae-48a0-bd9a-dfc4a22c333f,pre,Q13_Open_Confirm,"You were asked what a home insurance deductible represents. You answered ""the amount you pay before insurance covers damages,"" which is correct. In 1-2 sentences, explain how a deductible works when you file a claim.",Risk Management,Insurance Deductible,confirm,"Don't know, guessed",50.00,1,2026-02-09 05:42:47.725777+00
249543f5-e2ae-48a0-bd9a-dfc4a22c333f,pre,Q30_Open_Confirm,"You were asked whether high-return investments are likely to be high risk. You answered ""True,"" which is correct. In 1-2 sentences, explain why high returns are usually associated with high risk.",Investment & Risk,Risk-Return Tradeoff,confirm,High returns are usually associated with high risk because...,50.00,1,2026-02-09 05:43:13.732199+00
249543f5-e2ae-48a0-bd9a-dfc4a22c333f,pre,Q4_Open_Confirm,"You were asked: If you lend $25 to a friend and he gives you $25 back the next day, how much interest has he paid? You answered ""$0,"" which is correct. In 1-2 sentences, explain why the interest is $0.",Borrowing & Credit,Borrowing/Interest,confirm,"Interest would increase the amount owed, which in this case, did not happen at all.",50.00,2,2026-02-09 05:42:03.123371+00
25b43e32-3c4a-436a-947f-dc2b34989040,pre,Q40_Open_Confirm,"You were asked about a key factor in the 2007-2008 financial crisis. You answered ""widespread failure to properly assess and manage financial risk,"" which is correct. In 1-2 sentences, explain how poor risk management contributed to the crisis.",Investment & Risk,2008 Financial Crisis,confirm," If you don't correctly understand what you're purchasing & what can come of it, you won't be ready when something goes wrong & it will catch you unexpectedly. Don't buy blindly because the reward is high, also see why that reward is high & usually its becuase the risk is high as well.",50.00,2,2026-02-07 19:17:32.364031+00
25f285c0-e837-409b-b6b2-f90b5dfe8d10,pre,Q10_Open_Diagnose,"You were asked: Which statement about credit reports is FALSE? Options were A) Employers use them to screen applicants, B) They include a credit worthiness assessment, C) They are provided by a single source. You answered [student's answer] with high confidence, indicating you thought that statement was false. In 1-2 sentences, explain your reasoning.",Borrowing & Credit,Credit Reports,diagnose,"The single source is incorrect, they are provided by ,multiple sources because of different lenders and creditors. ",50.00,3,2026-02-07 18:48:00.122381+00
25f285c0-e837-409b-b6b2-f90b5dfe8d10,pre,Q29_Open_Confirm,"You were asked what happens to bond prices when interest rates rise. You answered ""they fall,"" which is correct. In 1-2 sentences, explain why bond prices fall when interest rates rise.",Investment & Risk,Interest Rates & Bonds,confirm,Because the existing bonds with lower rates became less worthy then the new bonds with higher rates because of the current market. ,50.00,3,2026-02-07 18:50:34.844748+00
25f285c0-e837-409b-b6b2-f90b5dfe8d10,pre,Q7_Open_Diagnose,"You were asked: Which group would have the greatest problem during periods of high inflation? Options were A) Young working couples, B) Older working couples saving for retirement, C) Retirees on a fixed income. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Fixed Income),diagnose,"Older couples because they are working towards retirement and actively working less, slowing down and now the prices keep rising forcing them to have to wait longer invest more and keep with the current times. ",50.00,2,2026-02-07 18:46:01.607055+00
263254e7-6fa1-42c9-91b7-f7d1870ecdc0,pre,Q13_Open_Diagnose,"You were asked: What does a home insurance deductible represent? Options were A) Amount you pay before insurance covers damages, B) Monthly premium for coverage, C) Maximum amount insurance will pay. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Risk Management,Insurance Deductible,diagnose,I am unsure of the answer to this question,50.00,1,2026-02-07 22:39:32.30859+00
263254e7-6fa1-42c9-91b7-f7d1870ecdc0,pre,Q6_Open_Diagnose,"You were asked: A successful effort to lower inflation would likely be accompanied by which of the following? Options were A) A decrease in the general level of prices, B) A slower increase in prices, C) An increase in employment. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Inflation (Lowering),diagnose,i think it is actually B as there is a target inflation of 2% per year ,50.00,2,2026-02-07 22:39:02.308031+00
26348749-e0fb-493e-977d-c4ad5a39b7c1,pre,Q31_Open_Diagnose,"You were asked: What does the stock market do? Options were A) Results in gains for investors, B) Guarantees investors a profit, C) Brings buyers and sellers together. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Stock Market Function,diagnose,I put guarantees investors a profit because the stock market is an attempt to help you grow money,50.00,2,2026-02-09 05:12:34.110347+00
26348749-e0fb-493e-977d-c4ad5a39b7c1,pre,Q5_Open_Diagnose,"You were asked: How much should Lyle have set aside for emergency savings? The options were A) $200 or so, B) One month's rent, C) Three or more months of expenses. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Emergency Fund,diagnose,I chose one month's rent because it seemed like the safest answer as having at least one month of rent will for sure be able to cover at least your living cost. ,50.00,3,2026-02-09 05:11:24.311882+00
26348749-e0fb-493e-977d-c4ad5a39b7c1,pre,Q8_Open_Diagnose,"You were asked: What can Jayden likely negotiate with an auto loan lender? Options were A) Interest rate only, B) Down payment only, C) Both, D) Neither. You answered [student's answer] with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Borrowing & Credit,Auto Loans,diagnose,I put i didn't know,50.00,3,2026-02-09 05:12:23.399403+00
26820e5e-c910-4159-ab82-b6dc30c20c7a,pre,Q30_Open_Diagnose,"You were asked: An investment with a high return is likely to be high risk. True or false? You answered ""False"" with high confidence. In 1-2 sentences, explain your reasoning for that answer.",Investment & Risk,Risk-Return Tradeoff,diagnose,"I believe that even though it's common to see high returns come with high risk, this isn't always the case. There are low risk strategies that can accompany high rewards. ",50.00,3,2026-02-05 22:28:40.162552+00
