response_id,attempt_id,item_id,anchor_item_id,domain,subdomain,type,variant_type,raw_answer,score,confidence,ai_confidence,created_at
c79eaf5d-20fa-4246-81e3-a042152d1d09,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,multiple_choice,,"""C""",100.00,3,,2026-04-13 14:19:20.570612+00
3154964f-10ac-402b-a8de-63b6969a11bd,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,3,,2026-04-13 14:19:29.609362+00
ca4493c3-c9c7-44df-9b14-1a450b37bcba,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q12,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,2,,2026-04-13 14:20:11.741561+00
b9fcfe73-b7f6-4cc9-b151-d35422fb8495,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q13,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,3,,2026-04-13 14:20:32.908505+00
f710ec20-841d-4691-907b-b801bbf1fc3f,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,3,,2026-04-13 14:20:43.027635+00
748f26fb-53ef-4285-ad56-f6bd79f34eeb,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""A""",,2,,2026-04-13 14:21:01.528731+00
2dc1af76-ef72-4b7e-b5e5-9a75e91818f8,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""D""",,2,,2026-04-13 14:21:21.559566+00
864e6cb5-1902-41ca-a0b3-e7cfe8891622,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""A""",,3,,2026-04-13 14:21:26.726108+00
41454229-0924-4cb9-bbb9-6bdd0d6051ce,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 14:21:36.294459+00
5b05af8f-88cb-4df3-a0dc-68b48a6b75c4,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 14:21:54.870284+00
565cbaeb-63a4-402e-bc8e-7472ecbc8d7f,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,multiple_choice,,"""A""",100.00,3,,2026-04-13 14:22:02.545136+00
7f8e6c24-2cf8-456d-b1d3-0eef87fa8fa0,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,2,,2026-04-13 14:22:06.240444+00
91c3d203-20aa-4326-9d47-1ebb04e7ca04,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""A""",,3,,2026-04-13 17:10:23.159012+00
31bca22d-b5a2-43cd-b70e-eda8777e4bf9,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,2,,2026-04-13 17:10:34.073958+00
4524656b-1436-4acd-a0ab-b203c105980b,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 17:10:44.444568+00
6e1958dc-124c-44b0-b4bb-33127cda8cde,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,2,,2026-04-13 17:10:54.09208+00
a6a37986-e07a-4181-a7bd-18ff680e8914,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 17:11:01.437577+00
70aa812f-2f77-4690-836d-3d401c8eac76,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""D""",,3,,2026-04-13 17:11:14.576309+00
015a59c1-e07b-4708-98bf-e8c326ca3143,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 17:11:21.52358+00
defc9d95-81cd-4ae2-a58b-0e747631fc10,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 17:11:30.073308+00
36a1bf19-998d-42c7-bbb0-23bcfc175fce,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,multiple_choice,,"""A""",0.00,3,,2026-04-13 17:12:17.462921+00
bd20a246-81c1-456f-86f2-880b071cfb1c,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:12:26.026233+00
a20daa79-a443-4b68-ae0a-058e579b1098,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:12:34.775738+00
ac9905ab-09eb-459b-a6bc-3b8ab47e5eba,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q31,,Risk and Return Knowledge,Stock Market Function,multiple_choice,,"""C""",100.00,3,,2026-04-13 17:12:44.819821+00
6be637e1-bc7f-4a5c-883f-fc5ac31dbbfe,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,multiple_choice,,"""A""",0.00,2,,2026-04-13 17:12:58.274214+00
34026260-f3d3-49ce-b629-a5bf488cffa2,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q33,,Risk and Return Knowledge,Probability (% to Count),multiple_choice,,"""C""",100.00,2,,2026-04-13 17:13:45.534765+00
3ffc7942-689e-4e18-b3b0-a581be2fd472,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q34,,Risk and Return Knowledge,Diversification Effect,multiple_choice,,"""B""",100.00,3,,2026-04-13 17:14:00.056983+00
8cfa8ccd-72ec-4e16-8a0e-46b048e731a3,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q35,,Risk and Return Knowledge,Risk-Return Relationship,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:14:15.943333+00
371232f2-1840-42c5-a34b-cd101dfd034a,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q36,,Risk and Return Knowledge,Diversification Principle,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:14:25.905944+00
bb36289a-017b-4bef-bef4-e86d69b551a6,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q37,,Risk and Return Knowledge,Insurance Types,multiple_choice,,"""C""",100.00,2,,2026-04-13 17:15:33.557514+00
f7b13c25-e138-4408-96ea-349fa5cb769b,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q38,,Risk and Return Knowledge,Inflation Protection,multiple_choice,,"""A""",0.00,2,,2026-04-13 17:15:55.063078+00
e62f780e-a999-4298-a0e6-1427be9bf518,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:16:31.047994+00
ba31e490-648c-4c1f-a0f8-ebb63f33cca8,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,multiple_choice,,"""B""",100.00,3,,2026-04-13 17:16:37.925503+00
2e263d3d-1494-448c-8f12-49742380ade9,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q40,,Risk and Return Knowledge,2008 Financial Crisis,multiple_choice,,"""A""",0.00,3,,2026-04-13 17:16:48.716884+00
d6f6b64f-9fe4-4842-ac70-0887dbfeeb57,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,multiple_choice,,"""C""",100.00,2,,2026-04-13 17:18:16.156822+00
7136b8a8-ef06-47fc-9f10-6136eaaada30,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),multiple_choice,,"""B""",100.00,2,,2026-04-13 17:18:32.986273+00
76a18558-ca39-478a-9088-c397cbeff1a2,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),multiple_choice,,"""C""",100.00,3,,2026-04-13 17:18:59.686491+00
1e62d3c8-bf99-48f2-a982-73aec7680bf0,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,multiple_choice,,"""C""",100.00,2,,2026-04-13 17:19:09.708296+00
fd0bd678-b7e7-496d-9acd-24fb756ae655,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,multiple_choice,,"""A""",100.00,3,,2026-04-13 17:19:35.095035+00
2ac15d24-b6e1-47e1-bb2e-6bc0c209921d,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q38_Lower_MCQ,Q38,Investment & Risk,Inflation Protection,multiple_choice,Lower_MCQ,"""A""",100.00,3,,2026-04-13 17:19:44.870122+00
3804e1e1-0206-4934-8cb4-0820b777a2b8,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q32_Lower_MCQ,Q32,Investment & Risk,Long-Term Asset Returns,multiple_choice,Lower_MCQ,"""A""",100.00,3,,2026-04-13 17:19:52.175248+00
bf1b807a-66eb-4bd9-8414-9375b47e81f6,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q5_Same_MCQ,Q5,Borrowing & Credit,Emergency Fund,multiple_choice,Same_MCQ,"""C""",100.00,3,,2026-04-13 17:20:19.188777+00
708e42fd-4596-4593-86d4-5561f97d4f1d,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q8_Same_MCQ,Q8,Borrowing & Credit,Auto Loans,multiple_choice,Same_MCQ,"""C""",100.00,2,,2026-04-13 17:20:26.394079+00
965ded7d-fdbb-4158-8c70-5825bff5a115,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q12_Same_MCQ,Q12,Risk Management,Health Insurance Purpose,multiple_choice,Same_MCQ,"""A""",100.00,2,,2026-04-13 17:20:35.022044+00
fed13d7f-4462-4214-96be-be583e88b456,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q6_Same_MCQ,Q6,Borrowing & Credit,Inflation (Lowering),multiple_choice,Same_MCQ,"""B""",100.00,2,,2026-04-13 17:20:43.126043+00
462f3def-741f-4d63-8718-1400467b68ed,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q37_Same_MCQ,Q37,Investment & Risk,Insurance Types,multiple_choice,Same_MCQ,"""C""",100.00,3,,2026-04-13 17:20:49.208224+00
7e90edd4-1457-4b05-99a3-feebd9bbcf56,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q11_Higher_MCQ,Q11,Risk Management,Diversification (Stock vs Fund),multiple_choice,Higher_MCQ,"""A""",100.00,3,,2026-04-13 17:20:58.825951+00
2b434612-6463-44c4-bf60-430e42450551,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q29_Open_Diagnose,Q29,Investment & Risk,Interest Rates & Bonds,short_answer,Open_Diagnose,"""I was confident that the bond prices would rise in to balance the rising interest rate.""",50.00,2,,2026-04-13 17:21:24.843235+00
a82505fe-1cf0-4909-948b-518bdcd10ae0,2c23bbe5-beee-4e59-9876-bc600395d6a1,Q40_Open_Diagnose,Q40,Investment & Risk,2008 Financial Crisis,short_answer,Open_Diagnose,"""The crisis was caused by housing issues and strong regulation, I felt confident in that answer.""",50.00,3,,2026-04-13 17:22:04.091249+00
d592dd28-e3f0-4e90-994c-de4ee7271f31,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:21:56.051527+00
b555b7b6-098c-4433-a4e4-0c9d295b73f7,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,multiple_choice,,"""C""",100.00,3,,2026-04-13 21:26:40.153585+00
f81d44d1-bba6-4d53-b1b8-4e1b645b3daf,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:26:46.385128+00
67c71452-6494-400c-8ea1-95270d7b094c,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q12,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:26:52.88216+00
2fbd6566-b6ee-4b41-8c2e-3b21a40eaa12,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q13,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:27:01.105052+00
9e633cd3-6640-4e5d-b814-1b537db80718,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:27:06.71951+00
f29adff1-8dad-4827-9d40-f012243e6a2d,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 21:27:20.051535+00
c0fce93d-f7e1-4d42-8441-f4c142d24ae5,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,2,,2026-04-13 21:27:27.782134+00
c74c4add-0f17-4426-b489-2258d539de3d,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:27:41.085369+00
4b93b330-4525-48d5-9759-caad157ab9d4,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:27:48.834716+00
a925aeda-c162-4f40-93af-2d6521d6bd2f,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:27:54.932367+00
638ee7c5-9854-4d1e-a643-ea6f65bc3cfd,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,multiple_choice,,"""C""",0.00,3,,2026-04-13 21:28:12.449722+00
e880142e-3dde-4aa2-a55e-3757bb40fa17,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:28:17.264128+00
eab8794b-6ed4-45ec-9abc-f5d64d06e6d4,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""A""",,3,,2026-04-13 21:28:25.316759+00
5f2bc776-0357-4307-897d-6865dbd3bba1,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 21:28:36.018886+00
e7d543ae-4896-46b6-b2aa-126dffad0d93,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:28:41.83698+00
021f3459-ae2b-4f7b-b0e3-fbb7e3ee1833,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-13 21:28:48.405225+00
3ba96b53-03c4-44b2-ba27-4ca58df06157,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 21:28:56.254111+00
66104353-6fd8-4543-8f6f-05e16a0c7e88,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""D""",,3,,2026-04-13 21:29:01.584313+00
56b84a18-b73c-4aa2-899e-74e48bc53f95,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,2,,2026-04-13 21:29:14.749614+00
358fab1f-cfb4-4012-be3d-40675d5a8e18,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,3,,2026-04-13 21:29:26.29838+00
0f35ad26-6af3-425e-9bc0-a1cb16b97cb5,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:29:34.435877+00
2b39d0b8-c725-4e9d-978f-9c84a37db0b6,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:29:40.033349+00
d62cfa5b-dbf5-4600-a677-f7eabb7c9d40,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:30:05.233084+00
595b79e8-7b55-4bba-9e19-e089b80a249f,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q31,,Risk and Return Knowledge,Stock Market Function,multiple_choice,,"""C""",100.00,3,,2026-04-13 21:30:14.633319+00
40e5ad3b-b1e8-4da0-83f8-0401b4eb41e1,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,multiple_choice,,"""C""",100.00,3,,2026-04-13 21:30:20.516208+00
4d9c72ca-bc53-4d46-bb5a-3fb30ecf718a,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q33,,Risk and Return Knowledge,Probability (% to Count),multiple_choice,,"""C""",100.00,2,,2026-04-13 21:30:42.584741+00
8ff1b4cf-61c1-4ad2-9ba4-f6c8a31ca21e,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q34,,Risk and Return Knowledge,Diversification Effect,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:30:49.650873+00
d2160477-a413-443a-abbb-e41bb9c98c4a,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q35,,Risk and Return Knowledge,Risk-Return Relationship,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:30:55.549985+00
0db3042c-3c75-42f7-84f1-7d4b9e41de50,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q36,,Risk and Return Knowledge,Diversification Principle,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:31:01.298692+00
6756b960-2600-4636-80b9-7c03fbebaba8,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q37,,Risk and Return Knowledge,Insurance Types,multiple_choice,,"""C""",100.00,3,,2026-04-13 21:31:50.746525+00
639f4db9-0fbb-4945-9b39-1adc16e2c2b4,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q38,,Risk and Return Knowledge,Inflation Protection,multiple_choice,,"""B""",0.00,3,,2026-04-13 21:32:31.864728+00
8f92f30d-4cef-433c-9619-237fccedaf46,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:32:34.799103+00
91f2055c-1702-4023-96e1-488463cd604c,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:32:40.569079+00
cbaf7163-4fb8-4b64-89ec-4e9c78e09609,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q40,,Risk and Return Knowledge,2008 Financial Crisis,multiple_choice,,"""B""",100.00,3,,2026-04-13 21:32:45.600178+00
59ca052b-98c0-4771-b1d3-0152a378b364,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,multiple_choice,,"""C""",100.00,2,,2026-04-13 21:33:00.614555+00
036b1cbf-204f-4fe9-b95a-5b3f0ab14fee,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),multiple_choice,,"""B""",100.00,2,,2026-04-13 21:33:18.701387+00
d6c24b3e-46e7-4eb0-a48e-39ff210d28a2,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),multiple_choice,,"""C""",100.00,3,,2026-04-13 21:33:42.565658+00
0f441c10-1150-478d-a8c7-7639a5747b4c,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,multiple_choice,,"""C""",100.00,2,,2026-04-13 21:34:39.136071+00
b2a769b9-317a-48e8-8d24-f6a0488d82be,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,multiple_choice,,"""A""",100.00,3,,2026-04-13 21:35:11.929017+00
b60cd2f8-7d61-4168-ada3-754a6ebcf441,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q33_Same_MCQ,Q33,Investment & Risk,Probability (% to Count),multiple_choice,Same_MCQ,"""B""",100.00,3,,2026-04-13 21:35:21.266051+00
5074190f-4c92-4ec4-b2de-d7e29af4d5eb,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q8_Same_MCQ,Q8,Borrowing & Credit,Auto Loans,multiple_choice,Same_MCQ,"""C""",100.00,2,,2026-04-13 21:35:31.164215+00
18864985-5fe0-4a3f-8129-c300f7a5db5f,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q6_Same_MCQ,Q6,Borrowing & Credit,Inflation (Lowering),multiple_choice,Same_MCQ,"""B""",100.00,3,,2026-04-13 21:35:37.281863+00
c780097b-c0cf-47a0-b554-1faef9c7d38c,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q11_Higher_MCQ,Q11,Risk Management,Diversification (Stock vs Fund),multiple_choice,Higher_MCQ,"""A""",100.00,3,,2026-04-13 21:36:17.364637+00
7d9059c9-c73d-4528-a80d-53e273a57c8f,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q14_Higher_MCQ,Q14,Risk Management,Diversification Principle,multiple_choice,Higher_MCQ,"""A""",100.00,3,,2026-04-13 21:36:23.813734+00
8ee29190-1df2-4789-9fa5-01cb2124565b,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q3_Higher_MCQ,Q3,Borrowing & Credit,Inflation,multiple_choice,Higher_MCQ,"""B""",100.00,3,,2026-04-13 21:36:32.49829+00
97a37b52-f8e2-463d-a583-8e8f0eb4487c,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q30_Higher_MCQ,Q30,Investment & Risk,Risk-Return Tradeoff,multiple_choice,Higher_MCQ,"""A""",100.00,3,,2026-04-13 21:36:40.737846+00
661a22bf-8139-431c-9e52-a541bff17522,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q2_Open_Diagnose,Q2,Borrowing & Credit,Borrowing/Mortgages,short_answer,Open_Diagnose,"""Not too sure on this one""",50.00,2,,2026-04-13 21:37:24.107375+00
c7cf6bc8-3a2e-4ff7-b89a-2eb8dee4f556,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q38_Open_Diagnose,Q38,Investment & Risk,Inflation Protection,short_answer,Open_Diagnose,"""Bank CDs usually have the lowest duration of time allowing you to reinvest that sooner than the other options""",50.00,3,,2026-04-13 21:37:41.156224+00
5d974162-9c79-49bd-bfef-550949020b75,2d02b4c7-1835-4c33-b454-5c291e0427cd,Q5_Open_Confirm,Q5,Borrowing & Credit,Emergency Fund,short_answer,Open_Confirm,"""Pretty sure it's 3 or more months""",50.00,2,,2026-04-13 21:38:04.851108+00
097594bb-ae45-4aac-a2b2-98daf3a36ab1,2d74b8ed-accf-4423-98f4-7b542e851f49,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,multiple_choice,,"""A""",100.00,2,,2026-04-15 16:39:42.161182+00
32e1c407-6572-44ec-8729-e054b4689593,2d74b8ed-accf-4423-98f4-7b542e851f49,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,multiple_choice,,"""A""",0.00,3,,2026-04-15 16:40:24.925637+00
5cd75d86-a3ae-41b1-ab3d-735012cd80d1,2d74b8ed-accf-4423-98f4-7b542e851f49,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,2,,2026-04-15 16:41:31.863142+00
752dc4cf-fec8-43fd-a8ab-a6872dc6f145,2d74b8ed-accf-4423-98f4-7b542e851f49,Q12,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,1,,2026-04-15 16:41:37.917512+00
65ee12f3-6994-4045-8227-c97e6b9b9435,2d74b8ed-accf-4423-98f4-7b542e851f49,Q13,,Behavioral and Risk Management Knowledge,Insurance,multiple_choice,,"""A""",100.00,3,,2026-04-15 16:42:11.55188+00
13cdfdfb-6c8a-4549-800a-d19fc92b8848,2d74b8ed-accf-4423-98f4-7b542e851f49,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,multiple_choice,,"""B""",100.00,2,,2026-04-15 16:43:39.88583+00
03af76f7-42e9-4fb3-9dfb-9c954451d57b,2d74b8ed-accf-4423-98f4-7b542e851f49,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""B""",,1,,2026-04-15 16:43:50.730919+00
8b3fd2d1-bcf9-49f8-9dad-b2c0ba170ddc,2d74b8ed-accf-4423-98f4-7b542e851f49,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""D""",,1,,2026-04-15 16:44:04.131086+00
24984f7b-181f-4789-86c7-0612ad8fb09d,2d74b8ed-accf-4423-98f4-7b542e851f49,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,3,,2026-04-15 16:44:36.713851+00
7f17f7e7-4154-42f9-8f78-d5a244b34ad8,2d74b8ed-accf-4423-98f4-7b542e851f49,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,multiple_choice,,"""C""",,2,,2026-04-15 16:44:47.535255+00
