user_id,attempt_id,wave,item_id,anchor_item_id,domain,subdomain,score,confidence,correct
27653114-c05f-4e18-bdc6-ffedd0cb1112,d0638847-134b-4666-af84-e5a220fab2f8,post,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),0.00,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,d0638847-134b-4666-af84-e5a220fab2f8,post,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,d0638847-134b-4666-af84-e5a220fab2f8,post,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,0.00,1,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,100.00,1,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,1,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q12,,Behavioral and Risk Management Knowledge,Insurance,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q13,,Behavioral and Risk Management Knowledge,Insurance,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,0.00,1,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q31,,Risk and Return Knowledge,Stock Market Function,100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q33,,Risk and Return Knowledge,Probability (% to Count),100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q34,,Risk and Return Knowledge,Diversification Effect,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q35,,Risk and Return Knowledge,Risk-Return Relationship,100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q36,,Risk and Return Knowledge,Diversification Principle,0.00,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q37,,Risk and Return Knowledge,Insurance Types,100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q38,,Risk and Return Knowledge,Inflation Protection,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,0.00,2,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q40,,Risk and Return Knowledge,2008 Financial Crisis,0.00,1,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),100.00,2,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,3,1
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,0.00,3,0
27653114-c05f-4e18-bdc6-ffedd0cb1112,90081149-f1aa-4448-b770-b289892204eb,pre,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q12,,Behavioral and Risk Management Knowledge,Insurance,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q31,,Risk and Return Knowledge,Stock Market Function,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q33,,Risk and Return Knowledge,Probability (% to Count),100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q34,,Risk and Return Knowledge,Diversification Effect,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q35,,Risk and Return Knowledge,Risk-Return Relationship,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q36,,Risk and Return Knowledge,Diversification Principle,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q37,,Risk and Return Knowledge,Insurance Types,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q38,,Risk and Return Knowledge,Inflation Protection,0.00,1,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q40,,Risk and Return Knowledge,2008 Financial Crisis,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,c5b06083-9246-475e-8a4e-976eecbbe654,post,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q12,,Behavioral and Risk Management Knowledge,Insurance,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q28,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q29,,Risk and Return Knowledge,Interest Rates & Bonds,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q3,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation,0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q30,,Risk and Return Knowledge,Risk-Return Tradeoff,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q31,,Risk and Return Knowledge,Stock Market Function,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q32,,Risk and Return Knowledge,Long-Term Asset Returns,0.00,1,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q33,,Risk and Return Knowledge,Probability (% to Count),100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q34,,Risk and Return Knowledge,Diversification Effect,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q35,,Risk and Return Knowledge,Risk-Return Relationship,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q36,,Risk and Return Knowledge,Diversification Principle,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q37,,Risk and Return Knowledge,Insurance Types,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q38,,Risk and Return Knowledge,Inflation Protection,100.00,1,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q39,,Risk and Return Knowledge,Stocks vs Bonds Risk,100.00,2,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q4,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Interest,100.00,3,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q40,,Risk and Return Knowledge,2008 Financial Crisis,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q5,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Emergency Fund,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q6,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Lowering),0.00,3,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q7,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Inflation (Fixed Income),100.00,1,1
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q8,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Auto Loans,0.00,2,0
27902b06-d34d-4f81-a316-a4ba4ceb13cd,7ed01f64-2ca3-4d5a-82a0-c18784783fb5,pre,Q9,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Budgeting,100.00,3,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q1,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Compound Interest,100.00,2,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q10,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Credit Reports,100.00,3,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q11,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,2,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q12,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q13,,Behavioral and Risk Management Knowledge,Insurance,100.00,3,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q14,,Behavioral and Risk Management Knowledge,Risk Diversification,100.00,3,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q15,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q16,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q17,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q18,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q19,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q2,,"Borrowing, Interest Rates, and Financial Numeracy Knowledge",Borrowing/Mortgages,100.00,2,1
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q20,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q21,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q22,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q23,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q24,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q25,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q26,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,3,0
283582df-980f-4f96-b37d-f3c25436d613,7f09122a-aa6c-4fb3-8b2e-00df3a19ba9b,post,Q27,,Behavioral and Risk Management Knowledge,Financial Attitudes and Preferences,,2,0
